username,age,profile_description,date,review_content,usage_period,purchase_point,recommend,rating_count,jenis_produk
Mastadahlia,19 - 24,"Oily, Medium Light, Neutral",2023-11-06,"Aku sudah repurchase produk ini dua kali, tapi mmg gak cocok di aku, Komedo semakin banyak karena after pemakaian berminyak dan terlihat banget white cast nya. Untuk SS nya tipe yg mudah dibaurkan kekulit sih tapi gak cocok aja. Setelahnya aku coba produk lain yg mmg cocok.",6 months - 1 year,Shopee,Mastadahlia doesn't recommend this product!,3,Skinaqua UV Moisture Milk
rahmasiska,19 - 24,"Normal, Light, Cool",2023-11-05,"Pertama kali nyobain suncreen skin aqua enak dipakenya light, cepet nyerep ga bikin abu abu di muka. Worthhh the price,bakal repurchase lagi, apalagi kalo beli di x beauty lebih murahh dan dapet free product hehehe.Recommendedbuatkalianyangcarisunscreenyanggalengketdikulit",1 month - 3 months,Shopee,rahmasiska recommends this product!,5,Skinaqua UV Moisture Milk
dhiralyanna,18 and Under,"Oily, Medium Light, Cool",2023-11-05,"awal tau sunscreen ini dari temen trus akhirnya nyobain deh eh ternyata enak pas dipake gak white cast sama sekali trus ringan juga dimuka, dan yang pasti gak bikin muka kusem dan bruntusan. pokoknya sunscreen ini cocok deh kalau untuk sehari hari",3 months - 6 months,Shopee,dhiralyanna recommends this product!,5,Skinaqua UV Moisture Milk
Shefira29,19 - 24,"Combination, Medium, Warm",2023-11-04,Halo aku mau ngereview produk ini itu bagus banget buat skin yang tipenya jerawat karna emang ngelembabin banget dan ga buat muka abu abu sii terus harganya juga affordable buat anak anak mahasiswa yang lagi ngehemat karena isinya juga banyakkk,Less than 1 week,Shopee,Shefira29 recommends this product!,5,Skinaqua UV Moisture Milk
beautyzura,19 - 24,"Combination, Medium Light, Neutral",2023-11-04,"untuk sunscreen dari skin aqua ini yang paling aku cinta banget karena memang sebagus dan seringan itu untuk sehari"" dan ga ada whitecasenya untuk ingredientsnya juga bagus banget mengandung collagen yang bisa membuat kulit aku menjadi lembab",Less than 1 week,Female Daily Studio,beautyzura recommends this product!,5,Skinaqua UV Moisture Milk
belladwiayunda,25 - 29,"Combination, Medium, Neutral",2024-11-19,"Aku udah nyobain hampir semua jenis sunscreen skin aqua, dan menurut ku varian ini yang paling ada efek mencerahkan dikulit sesuai dengan claim nyaSelain itu juga melembabkan dan melindungi dgn sangat baik di aku yang suka aktivitas di outdoorGak tau aku udah repurchase berapa botol sanking suka nya😗Kalian wajib cobain juga! ❤️",More than 1 year,Shopee,belladwiayunda recommends this product!,5,Skinaqua UV Whitening Milk
itsyaye,18 and Under,"Oily, Medium Light, Neutral",2024-11-16,"Udah sebulan pake ini dan impresi aku ke produk ini tuh bagus, karena makin lama tuh jadi nyatu dan bikin glowing kulit. Tapi pas first apply rasanya whitecast banget😮‍💨 sampe jadi abu abu gitu, jdi harus bener bener diblend sih.",1 month - 3 months,Shopee,itsyaye recommends this product!,5,Skinaqua UV Whitening Milk
lulukanisam,19 - 24,"Dry, Medium, Neutral",2024-11-08,Aku pakai sunscreen ini sudah 3 tahun lebih. Termasuk murah dengan isi 50 ml. Awalnya pakai yang tutup biru sama sama cocok tapi lebih pas yang varian ini. Satu botol pemakaian setiap hari bisa untuk kurang lebih 3 bulan. Dan senengnya dipakai dibawah make up sederhana aman-aman aja.,More than 1 year,Shopee,lulukanisam recommends this product!,5,Skinaqua UV Whitening Milk
anitaamaliaa,19 - 24,"Normal, Medium Light, Neutral",2024-11-07,"sunscreen kecintaan aku bangett🫶🏻dulu awal pake yg biru tp malah bikin kusam huhu, akhirnya cobain yg putih dan surprisingly cocok buat kulit aku yang kering ini hahah, dan sunscreen ini tuh sedikit kasih kesan cerahan di wajah omgg love it!!",More than 1 year,Shopee,anitaamaliaa recommends this product!,5,Skinaqua UV Whitening Milk
Cocobrownes,30 - 34,"Combination, Medium Dark, Warm",2024-11-06,"Best sunscreen yg pernah aku coba. Teksturnya agak cair & ringan, lumayan gampang di blend & cepet meresap. Ada efek memutihkan/whitecast tp ga yg bikin abu2, malah bikin cerah. Yg aku suka dari ss ini amazingly ga bikin mukaku kusem & berminyak. Awal2 mate, lama2 agak glowing. Bakal repurchase lagi karena ga bikin breakout jg. Btw kulitku yg tipe kombinasi & gampang jerawatan.",1 week - 1 month,Shopee,Cocobrownes recommends this product!,5,Skinaqua UV Whitening Milk
him3ru,18 and Under,"Normal, Medium Light, Neutral",2024-11-04,"untuk kulit aku yg kombinasi ini cocok bgt!! ada tone up dikit tapi ga bikin abuu :DD ini favourite suncreenku sih.. aku udh pake selama 3 taunan dan aku ga berani ganti ke ss lain krna ss ini bkin kulit aku cerahan dan skrg lebih cerah muka dripd tangan WKWKW! mungkin di sekitar hidung agak oily yaa tp itu ga mengganggu bgt, tinggal touch up pake bedak tabur dan selesai deh! WORTH IT BGTTTT 🩷🩷🩷 sungkem sm skin aqua 🙏🙏🙏",More than 1 year,Shopee,him3ru recommends this product!,5,Skinaqua UV Whitening Milk
yolandatrgg05_,19 - 24,"Dry, Medium, Cool",2024-11-03,"skinqua cocok untuk kulit saya yang kering dan juga sangat ringan dipakai di kulit saya selain itu sangat mudah nyerap sunscreen nya dan juga harga yang terjangkau untuk pelajar/mahasiwa, sangat worth it pokoknya dan juga sangat mudah ditemukan di oficial shop",1 week - 1 month,Official Brand Store,yolandatrgg05_ recommends this product!,5,Skinaqua UV Whitening Milk
indahrbb3_,19 - 24,"Combination, Medium Light, Neutral",2024-11-03,"Skin Aqua UV Whitening Milk merupakan sun protection dengan kandungan SPF 50 untuk perlindungan 50x lebih lama terhadap sinar UV-B yang menyebabkan kulit terbakar dan PA++++ untuk perlindungan terhadap UV-A yang menyebabkan penuaan dini dan kulit menjadi lebih gelap. Mengandung Improved Hyaluronic Acid (AcHA) untuk melembabkan dan melembutkan kulit. Mengandung Tranexamic Acid untuk mencerahkan dan menyamarkan noda hitam di kulit. Tidak menggunakan bahan pewarna dan parfum. Water based formula yang cepat meresap, ringan di kulit, dan tidak menimbulkan whitecast",6 months - 1 year,Shopee,indahrbb3_ recommends this product!,5,Skinaqua UV Whitening Milk
_ririnbutarbutar,19 - 24,"Normal, Medium Light, Neutral",2024-11-03,"Cocok sama sunscreen Skin Aqua UV Whitening Milk merupakan sun protection dengan kandungan SPF 50 untuk perlindungan 50x lebih lama terhadap sinar UV-B yang menyebabkan kulit terbakar dan PA++++ untuk perlindungan terhadap UV-A yang menyebabkan penuaan dini dan kulit menjadi lebih gelap. Mengandung Improved Hyaluronic Acid (AcHA) untuk melembabkan dan melembutkan kulit. Mengandung Tranexamic Acid untuk mencerahkan dan menyamarkan noda hitam di kulit. Tidak menggunakan bahan pewarna dan parfum. Water based formula yang cepat meresap, ringan di kulit, dan tidak menimbulkan whitecast",More than 1 year,Shopee,_ririnbutarbutar recommends this product!,5,Skinaqua UV Whitening Milk
Reffii,19 - 24,"Combination, Medium Light, Neutral",2024-11-03,"sunscreen yang sangat bagus, dikarenakan sunscreen ini tidak bikin komedoan ditambah dapat melembabkan kulit kita dan poin plusnya gak kusam saat pemakaian. ada sedikit tone up dikulit tapi masih normal dan tidak bikin abu abu. pokoknya sangat bagus",6 months - 1 year,Female Daily Studio,Reffii recommends this product!,5,Skinaqua UV Whitening Milk
Diitsfr,25 - 29,"Dry, Medium Dark, Warm",2024-11-02,"Tekstur cair banget, mudah diaplikasikan juga. Ada whitecasnya juga, gatau juga ini physical atau chemical sunscreen. SPF nya lumayan works dibawa joging panas panasan dia gak bikin gosong. Cuma tuh kayanya harus beneran ngeset gitu deh baru bisa dipake keluar. Soalnya kalau keringatan dia luntur",3 months - 6 months,Shopee,Diitsfr recommends this product!,4,Skinaqua UV Whitening Milk
liaaayaa,19 - 24,"Combination, Medium Dark, Neutral",2024-11-01,"Cocok bgtt di kulit aku yg berminyakk, hasilnya matte wajib repurchase ga cakey ga whitecast, kemasannya lucu, awalnya nyoba krna ini katanya cocok untuk kulit berminyak dan ternyata bener dong, gak nimbulin apa apa dimukaku nyaman banget pakenya",1 month - 3 months,Guardian,liaaayaa recommends this product!,5,Skinaqua UV Whitening Milk
kharinaareeisty,30 - 34,"Combination, Medium Dark, Neutral",2024-11-01,"Skin Aqua UV Whitening Milk merupakan sun protection dengan kandungan SPF 50 untuk perlindungan 50x lebih lama terhadap sinar UV-B yang menyebabkan kulit terbakar dan PA++++ untuk perlindungan terhadap UV-A yang menyebabkan penuaan dini dan kulit menjadi lebih gelap. Mengandung Improved Hyaluronic Acid (AcHA) untuk melembabkan dan melembutkan kulit. Mengandung Tranexamic Acid untuk mencerahkan dan menyamarkan noda hitam di kulit. Tidak menggunakan bahan pewarna dan parfum. Water based formula yang cepat meresap, ringan di kulit, dan tidak menimbulkan whitecast",1 month - 3 months,FD Try and Review,kharinaareeisty recommends this product!,5,Skinaqua UV Whitening Milk
srika_ginting,19 - 24,"Dry, Light, Cool",2024-11-01,"Suncreen nya bagus banget beli karna viral dan riview dari tiktok dan setelah dipake memang nga mengecewakan tekstur nya watery ringan, banget dikulit kelembanya oke, buat base makeupcocok menghidrasi. And cocok banget untuk kulit sensitif seperti aku",More than 1 year,Shopee,srika_ginting recommends this product!,5,Skinaqua UV Whitening Milk
frnfsh_,19 - 24,"Normal, Medium, Neutral",2024-11-01,"Saya pakai sunscreen skin aqua udah dari smp, tapi untuk varian yang uv whitening milk baru dalam setahun ini, sebelumnya saya pakai yang uv moisture milk, varian yang ini cocok-cocok aja di kulit saya, coverage bagus, nambah tone up juga.",More than 1 year,Shopee,frnfsh_ recommends this product!,5,Skinaqua UV Whitening Milk
shakilaaurasurya,19 - 24,"Normal, Medium Dark, Neutral",2024-10-31,"Sunscreen ini tidak meninggalkan rasa lengket atau berminyak, sehingga nyaman dipakai sehari-hari yang memiliki kandungan pencerah yang lembut. hasil akhir yang tampak natural membuatnya cocok dipakai sebelum makeup SKIN AQUA Whitening adalah pilihan favorit",3 months - 6 months,Shopee,shakilaaurasurya recommends this product!,5,Skinaqua UV Whitening Milk
yulianur20,19 - 24,"Normal, Medium, Neutral",2024-10-29,"Sunscreen Skin Aqua UV Moisture Milk ini adalah salah satu sunscreen favorit aku, terutama untuk kulit yang mudah berminyak dan berjerawat. Produk ini punya tekstur cair seperti susu yang ringan dan mudah menyerap, jadi nggak terasa berat atau lengket di kulit. Meskipun punya SPF 50+ dan PA+++, formulanya nggak bikin wajah jadi white cast, jadi cocok banget untuk kulit dengan tone apa saja.Yang aku suka dari sunscreen ini adalah hasil akhirnya yang tetap membuat kulit terasa lembap tapi tidak berminyak berlebihan. Karena mengandung hyaluronic acid dan collagen, sunscreen ini juga bantu menjaga kelembapan kulit sepanjang hari tanpa membuat kulit kusam. Selain itu, tidak ada aroma yang menyengat, jadi nyaman dipakai setiap hari.",More than 1 year,Shopee,yulianur20 recommends this product!,5,Skinaqua UV Whitening Milk
fii_petrichor,30 - 34,"Combination, Medium Light, Neutral",2024-10-28,"Skin aqua tutup putih ini cocok dijadikan base make up. Teksturnya watery lotion. Ada whitecast dikit kalau dipakai pas kulit basah atau kering. Tapi lama kelamaan bakal nyatu sama kulit. Ada tone up efek, gak pilling, gak perih di mata, finishnya dewy. No alcohol dan fragrance free.",More than 1 year,Shopee,fii_petrichor recommends this product!,5,Skinaqua UV Whitening Milk
tsaaa,19 - 24,"Oily, Medium Light, Neutral",2024-10-28,"Efek Pemakaian• Memberikan perlindungan yang baik terhadap sinar UVA dan UVB.• Teksturnya cair dan mudah meresap, tidak terasa berat di kulit. • Tidak Lengket: Setelah diaplikasikan, tidak meninggalkan rasa lengket, sehingga nyaman untuk pemakaian sehari-hari.• Bisa Digunakan Sebagai Makeup Base• Membantu memudarkan bekas jerawatTeksturmudah diratakanKemasanKemasan botol yang ramping dengan aplikator pump memudahkan pengambilan produk, Meminimalkan kontak langsung dengan produk, menjaga kebersihan.HargaMeskipun mungkin sedikit lebih mahal dibandingkan sunscreen lain, kualitas perlindungan dan kenyamanan pemakaian membuatnya sebanding dengan harga.",More than 1 year,Shopee,tsaaa recommends this product!,5,Skinaqua UV Whitening Milk
indaheyoo,25 - 29,"Combination, Medium, Neutral",2024-10-27,"Suncreen terlama yg aku pakai, karena harganya murah dan isinya banyak. Aku pakai ss ini untuk daily, lumayan melindungi wajah, ga buat kilang minyak, dan ga buat wajah kusam. Waktu aplikasiin ss ini harus nunggu bener2 kering, karena kalau langsung ditimpa make up atau bedak pasti langsung ada whitecast",More than 1 year,Shopee,indaheyoo recommends this product!,5,Skinaqua UV Whitening Milk
desyringo,19 - 24,"Combination, Medium, Neutral",2024-10-27,"Produk Sunscreen Skin Aqua ""tutup putih"" emang good quality. Awalnya emang sedikit white case untuk kulit sawo matang cuman lama lama bakalan nyerap di kulit, gampang di gunakan, mudah untuk dibelik lagi, harganya ga mahal banget, terjangkau buat kalangan pelajar🫶",1 month - 3 months,Shopee,desyringo recommends this product!,5,Skinaqua UV Whitening Milk
wabisabi,25 - 29,"Combination, Medium, Neutral",2024-10-27,"best sunscreen ever imo, teksturnya cair jadi mudah banget diapply, super duper ringan dikulit, trus kayak ada tone up nya gitu sikit jadi bikin muka keliatan lebih cerah, yang bikin makin cinta sama produk ini karna dia tuhh water based formula",More than 1 year,Shopee,wabisabi recommends this product!,5,Skinaqua UV Whitening Milk
popy_mercylin,30 - 34,"Dry, Medium, Warm",2024-10-22,sunscreen skinaqua ini varian uv whitening milk ini yang paling cocok di aku.. spfnya 50 PA ++++ udah cukup banget buat dipake buat aktivitas sehari-.. teksturnya creamy dan gampang banget di blend di kulit ataupun waktu reapply.. no white cast dan harganya terjangkau,3 months - 6 months,Shopee,popy_mercylin recommends this product!,5,Skinaqua UV Whitening Milk
nafis09_,19 - 24,"Combination, Medium Light, Neutral",2024-10-20,"suka banget sama sunscreen ini cocok di kulot berminyak, ngasih finish yang dewy di kulit, kulit juga jadi keloatan lebih sehat dan glowing, ada efek tone upnya juga jadi nggak gampang kusam lagi, nggak ada rasa berat maupun lengket habis make",1 month - 3 months,Female Daily Studio,nafis09_ recommends this product!,4,Skinaqua UV Whitening Milk
Sekar92,30 - 34,"Dry, Medium Light, Cool",2024-10-17,"Dulu pernah coba yang varian lain dan kurang cocok. Tapi karena sedang cari sunscreen yang ringan, dan lihat di mana-mana bilang ini bagus, akhirnya aku coba purchase.Dan sekarang selalu stock ini di pouch akuu, karena memang sebagus ituu!! Sangat melembabkan dan gak peeling. Tone up nya oke ya, tapi kalau berkeringat ya agak kelihatan putihnya. Paling cocok kalau dipake di kantor yang ber-ac",6 months - 1 year,Shopee,Sekar92 recommends this product!,5,Skinaqua UV Whitening Milk
andyraprima,19 - 24,"Combination, Medium, Cool",2024-10-16,"awalnya coba-coba lama lama ketagihan hahaha, sunscreen yang nempel banget di kulit aku, makin lama dia mudarin bekas jerawat juga, ngga bikin kusam kulit aku dan kalo ditimpa makeup dia nyatu bukan yang bikin jadi crack atau flashback, pernah di pake acara selama 8 jam dan tetep bagus",6 months - 1 year,Shopee,andyraprima recommends this product!,4,Skinaqua UV Whitening Milk
galuhprdnii,19 - 24,"Normal, Medium, Neutral",2024-10-04,"Suka bgt sama SS inii, selain tone up naik setelah pemakaian ss ini ngasih finish dewy dikulit jadi tampat sehat dan glowing di aku, dan untuk kulit sensitif aku cocok bgt gabikin bruntusan dan jerawan🥰 sukaa bgtttt!!!!",More than 1 year,Shopee,galuhprdnii recommends this product!,5,Skinaqua UV Whitening Milk
cawaw,18 and Under,"Combination, Medium Light, Neutral",2024-10-04,"aku suka sama sunscreen ini karna bikin tone up dimuka, udah pake ini lama bgt dan merasa cocok ga perlu ganti"" lagi tp ternyata dia bikin jerawatku on off selama ini:(, tp ttp suka karna finishnya yg bikin aku jatuh cinta sm sunscreen ini, pas dipake juga rigan tp kurang nahan minyak di wajahku",More than 1 year,Traditional Market,cawaw recommends this product!,4,Skinaqua UV Whitening Milk
delagertrudis,30 - 34,",30 - 34",2024-10-02,"Yep setelah liat² beberapa review bagusnya produk skinaqua ini akhirnya beraniin buat nyobaPemakaian awal ga ada perih² di wajah, cuma jadi agak berminyak tapi bisa di akalin pake primer matifaying punya make over, pemakaian di pagi hari masih oke lah, agak siangan mulai berminyak banget di wajah.Padahal tanpa sunscreen skinaqua ini biasanya primer aku ini baik² aja no minyak² heheRepurchase? Emm masih nyoba nyari² yang lain dulu deh",Less than 1 week,Traditional Market,delagertrudis doesn't recommend this product!,2,Skinaqua UV Whitening Milk
